Lugar de origen;Sexo;Medida;Valor;
Alájar;Hombres;Emigraciones;23;
Alájar;Mujeres;Emigraciones;32;
Alájar;Ambos sexos;Emigraciones;55;
Aljaraque;Hombres;Emigraciones;380;
Aljaraque;Mujeres;Emigraciones;412;
Aljaraque;Ambos sexos;Emigraciones;792;
Almendro (El);Hombres;Emigraciones;13;
Almendro (El);Mujeres;Emigraciones;6;
Almendro (El);Ambos sexos;Emigraciones;19;
Almonaster la Real;Hombres;Emigraciones;54;
Almonaster la Real;Mujeres;Emigraciones;46;
Almonaster la Real;Ambos sexos;Emigraciones;100;
Almonte;Hombres;Emigraciones;406;
Almonte;Mujeres;Emigraciones;387;
Almonte;Ambos sexos;Emigraciones;793;
Alosno;Hombres;Emigraciones;44;
Alosno;Mujeres;Emigraciones;40;
Alosno;Ambos sexos;Emigraciones;84;
Aracena;Hombres;Emigraciones;91;
Aracena;Mujeres;Emigraciones;116;
Aracena;Ambos sexos;Emigraciones;207;
Aroche;Hombres;Emigraciones;31;
Aroche;Mujeres;Emigraciones;32;
Aroche;Ambos sexos;Emigraciones;63;
Arroyomolinos de León;Hombres;Emigraciones;12;
Arroyomolinos de León;Mujeres;Emigraciones;13;
Arroyomolinos de León;Ambos sexos;Emigraciones;25;
Ayamonte;Hombres;Emigraciones;268;
Ayamonte;Mujeres;Emigraciones;277;
Ayamonte;Ambos sexos;Emigraciones;545;
Beas;Hombres;Emigraciones;58;
Beas;Mujeres;Emigraciones;38;
Beas;Ambos sexos;Emigraciones;96;
Berrocal;Hombres;Emigraciones;5;
Berrocal;Mujeres;Emigraciones;12;
Berrocal;Ambos sexos;Emigraciones;17;
Bollullos Par del Condado;Hombres;Emigraciones;105;
Bollullos Par del Condado;Mujeres;Emigraciones;141;
Bollullos Par del Condado;Ambos sexos;Emigraciones;246;
Bonares;Hombres;Emigraciones;97;
Bonares;Mujeres;Emigraciones;59;
Bonares;Ambos sexos;Emigraciones;156;
Cabezas Rubias;Hombres;Emigraciones;13;
Cabezas Rubias;Mujeres;Emigraciones;13;
Cabezas Rubias;Ambos sexos;Emigraciones;26;
Cala;Hombres;Emigraciones;12;
Cala;Mujeres;Emigraciones;16;
Cala;Ambos sexos;Emigraciones;28;
Calañas;Hombres;Emigraciones;83;
Calañas;Mujeres;Emigraciones;77;
Calañas;Ambos sexos;Emigraciones;160;
Campillo (El);Hombres;Emigraciones;34;
Campillo (El);Mujeres;Emigraciones;29;
Campillo (El);Ambos sexos;Emigraciones;63;
Campofrío;Hombres;Emigraciones;17;
Campofrío;Mujeres;Emigraciones;17;
Campofrío;Ambos sexos;Emigraciones;34;
Cañaveral de León;Hombres;Emigraciones;5;
Cañaveral de León;Mujeres;Emigraciones;4;
Cañaveral de León;Ambos sexos;Emigraciones;9;
Cartaya;Hombres;Emigraciones;417;
Cartaya;Mujeres;Emigraciones;363;
Cartaya;Ambos sexos;Emigraciones;780;
Castaño del Robledo;Hombres;Emigraciones;10;
Castaño del Robledo;Mujeres;Emigraciones;4;
Castaño del Robledo;Ambos sexos;Emigraciones;14;
Cerro de Andévalo (El);Hombres;Emigraciones;39;
Cerro de Andévalo (El);Mujeres;Emigraciones;27;
Cerro de Andévalo (El);Ambos sexos;Emigraciones;66;
Chucena;Hombres;Emigraciones;22;
Chucena;Mujeres;Emigraciones;22;
Chucena;Ambos sexos;Emigraciones;44;
Corteconcepción;Hombres;Emigraciones;16;
Corteconcepción;Mujeres;Emigraciones;10;
Corteconcepción;Ambos sexos;Emigraciones;26;
Cortegana;Hombres;Emigraciones;65;
Cortegana;Mujeres;Emigraciones;62;
Cortegana;Ambos sexos;Emigraciones;127;
Cortelazor;Hombres;Emigraciones;4;
Cortelazor;Mujeres;Emigraciones;5;
Cortelazor;Ambos sexos;Emigraciones;9;
Cumbres de Enmedio;Hombres;Emigraciones;2;
Cumbres de Enmedio;Mujeres;Emigraciones;2;
Cumbres de Enmedio;Ambos sexos;Emigraciones;4;
Cumbres de San Bartolomé;Hombres;Emigraciones;5;
Cumbres de San Bartolomé;Mujeres;Emigraciones;8;
Cumbres de San Bartolomé;Ambos sexos;Emigraciones;13;
Cumbres Mayores;Hombres;Emigraciones;15;
Cumbres Mayores;Mujeres;Emigraciones;17;
Cumbres Mayores;Ambos sexos;Emigraciones;32;
Encinasola;Hombres;Emigraciones;14;
Encinasola;Mujeres;Emigraciones;9;
Encinasola;Ambos sexos;Emigraciones;23;
Escacena del Campo;Hombres;Emigraciones;34;
Escacena del Campo;Mujeres;Emigraciones;24;
Escacena del Campo;Ambos sexos;Emigraciones;58;
Fuenteheridos;Hombres;Emigraciones;19;
Fuenteheridos;Mujeres;Emigraciones;13;
Fuenteheridos;Ambos sexos;Emigraciones;32;
Galaroza;Hombres;Emigraciones;28;
Galaroza;Mujeres;Emigraciones;30;
Galaroza;Ambos sexos;Emigraciones;58;
Gibraleón;Hombres;Emigraciones;168;
Gibraleón;Mujeres;Emigraciones;167;
Gibraleón;Ambos sexos;Emigraciones;335;
Granada de Río-Tinto (La);Hombres;Emigraciones;4;
Granada de Río-Tinto (La);Mujeres;Emigraciones;3;
Granada de Río-Tinto (La);Ambos sexos;Emigraciones;7;
Granado (El);Hombres;Emigraciones;5;
Granado (El);Mujeres;Emigraciones;11;
Granado (El);Ambos sexos;Emigraciones;16;
Higuera de la Sierra;Hombres;Emigraciones;26;
Higuera de la Sierra;Mujeres;Emigraciones;23;
Higuera de la Sierra;Ambos sexos;Emigraciones;49;
Hinojales;Hombres;Emigraciones;7;
Hinojales;Mujeres;Emigraciones;5;
Hinojales;Ambos sexos;Emigraciones;12;
Hinojos;Hombres;Emigraciones;50;
Hinojos;Mujeres;Emigraciones;49;
Hinojos;Ambos sexos;Emigraciones;99;
Huelva (capital);Hombres;Emigraciones;1828;
Huelva (capital);Mujeres;Emigraciones;1702;
Huelva (capital);Ambos sexos;Emigraciones;3530;
Isla Cristina;Hombres;Emigraciones;323;
Isla Cristina;Mujeres;Emigraciones;291;
Isla Cristina;Ambos sexos;Emigraciones;614;
Jabugo;Hombres;Emigraciones;28;
Jabugo;Mujeres;Emigraciones;38;
Jabugo;Ambos sexos;Emigraciones;66;
Lepe;Hombres;Emigraciones;679;
Lepe;Mujeres;Emigraciones;527;
Lepe;Ambos sexos;Emigraciones;1206;
Linares de la Sierra;Hombres;Emigraciones;4;
Linares de la Sierra;Mujeres;Emigraciones;4;
Linares de la Sierra;Ambos sexos;Emigraciones;8;
Lucena del Puerto;Hombres;Emigraciones;70;
Lucena del Puerto;Mujeres;Emigraciones;52;
Lucena del Puerto;Ambos sexos;Emigraciones;122;
Manzanilla;Hombres;Emigraciones;35;
Manzanilla;Mujeres;Emigraciones;36;
Manzanilla;Ambos sexos;Emigraciones;71;
Marines (Los);Hombres;Emigraciones;8;
Marines (Los);Mujeres;Emigraciones;7;
Marines (Los);Ambos sexos;Emigraciones;15;
Minas de Riotinto;Hombres;Emigraciones;67;
Minas de Riotinto;Mujeres;Emigraciones;72;
Minas de Riotinto;Ambos sexos;Emigraciones;139;
Moguer;Hombres;Emigraciones;491;
Moguer;Mujeres;Emigraciones;549;
Moguer;Ambos sexos;Emigraciones;1040;
Nava (La);Hombres;Emigraciones;8;
Nava (La);Mujeres;Emigraciones;10;
Nava (La);Ambos sexos;Emigraciones;18;
Nerva;Hombres;Emigraciones;69;
Nerva;Mujeres;Emigraciones;71;
Nerva;Ambos sexos;Emigraciones;140;
Niebla;Hombres;Emigraciones;47;
Niebla;Mujeres;Emigraciones;32;
Niebla;Ambos sexos;Emigraciones;79;
Palma del Condado (La);Hombres;Emigraciones;137;
Palma del Condado (La);Mujeres;Emigraciones;119;
Palma del Condado (La);Ambos sexos;Emigraciones;256;
Palos de la Frontera;Hombres;Emigraciones;180;
Palos de la Frontera;Mujeres;Emigraciones;153;
Palos de la Frontera;Ambos sexos;Emigraciones;333;
Paterna del Campo;Hombres;Emigraciones;28;
Paterna del Campo;Mujeres;Emigraciones;44;
Paterna del Campo;Ambos sexos;Emigraciones;72;
Paymogo;Hombres;Emigraciones;21;
Paymogo;Mujeres;Emigraciones;25;
Paymogo;Ambos sexos;Emigraciones;46;
Puebla de Guzmán;Hombres;Emigraciones;37;
Puebla de Guzmán;Mujeres;Emigraciones;36;
Puebla de Guzmán;Ambos sexos;Emigraciones;73;
Puerto Moral;Hombres;Emigraciones;5;
Puerto Moral;Mujeres;Emigraciones;5;
Puerto Moral;Ambos sexos;Emigraciones;10;
Punta Umbría;Hombres;Emigraciones;320;
Punta Umbría;Mujeres;Emigraciones;304;
Punta Umbría;Ambos sexos;Emigraciones;624;
Rociana del Condado;Hombres;Emigraciones;167;
Rociana del Condado;Mujeres;Emigraciones;177;
Rociana del Condado;Ambos sexos;Emigraciones;344;
Rosal de la Frontera;Hombres;Emigraciones;25;
Rosal de la Frontera;Mujeres;Emigraciones;26;
Rosal de la Frontera;Ambos sexos;Emigraciones;51;
San Bartolomé de la Torre;Hombres;Emigraciones;70;
San Bartolomé de la Torre;Mujeres;Emigraciones;59;
San Bartolomé de la Torre;Ambos sexos;Emigraciones;129;
San Juan del Puerto;Hombres;Emigraciones;153;
San Juan del Puerto;Mujeres;Emigraciones;139;
San Juan del Puerto;Ambos sexos;Emigraciones;292;
San Silvestre de Guzmán;Hombres;Emigraciones;47;
San Silvestre de Guzmán;Mujeres;Emigraciones;36;
San Silvestre de Guzmán;Ambos sexos;Emigraciones;83;
Sanlúcar de Guadiana;Hombres;Emigraciones;4;
Sanlúcar de Guadiana;Mujeres;Emigraciones;5;
Sanlúcar de Guadiana;Ambos sexos;Emigraciones;9;
Santa Ana la Real;Hombres;Emigraciones;11;
Santa Ana la Real;Mujeres;Emigraciones;15;
Santa Ana la Real;Ambos sexos;Emigraciones;26;
Santa Bárbara de Casa;Hombres;Emigraciones;14;
Santa Bárbara de Casa;Mujeres;Emigraciones;12;
Santa Bárbara de Casa;Ambos sexos;Emigraciones;26;
Santa Olalla del Cala;Hombres;Emigraciones;25;
Santa Olalla del Cala;Mujeres;Emigraciones;40;
Santa Olalla del Cala;Ambos sexos;Emigraciones;65;
Trigueros;Hombres;Emigraciones;89;
Trigueros;Mujeres;Emigraciones;86;
Trigueros;Ambos sexos;Emigraciones;175;
Valdelarco;Hombres;Emigraciones;2;
Valdelarco;Mujeres;Emigraciones;1;
Valdelarco;Ambos sexos;Emigraciones;3;
Valverde del Camino;Hombres;Emigraciones;111;
Valverde del Camino;Mujeres;Emigraciones;111;
Valverde del Camino;Ambos sexos;Emigraciones;222;
Villablanca;Hombres;Emigraciones;47;
Villablanca;Mujeres;Emigraciones;59;
Villablanca;Ambos sexos;Emigraciones;106;
Villalba del Alcor;Hombres;Emigraciones;26;
Villalba del Alcor;Mujeres;Emigraciones;35;
Villalba del Alcor;Ambos sexos;Emigraciones;61;
Villanueva de las Cruces;Hombres;Emigraciones;8;
Villanueva de las Cruces;Mujeres;Emigraciones;5;
Villanueva de las Cruces;Ambos sexos;Emigraciones;13;
Villanueva de los Castillejos;Hombres;Emigraciones;42;
Villanueva de los Castillejos;Mujeres;Emigraciones;43;
Villanueva de los Castillejos;Ambos sexos;Emigraciones;85;
Villarrasa;Hombres;Emigraciones;18;
Villarrasa;Mujeres;Emigraciones;11;
Villarrasa;Ambos sexos;Emigraciones;29;
Zalamea la Real;Hombres;Emigraciones;58;
Zalamea la Real;Mujeres;Emigraciones;46;
Zalamea la Real;Ambos sexos;Emigraciones;104;
Zufre;Hombres;Emigraciones;18;
Zufre;Mujeres;Emigraciones;16;
Zufre;Ambos sexos;Emigraciones;34;
Jaén;Hombres;Emigraciones;8416;
Jaén;Mujeres;Emigraciones;7907;
Jaén;Ambos sexos;Emigraciones;16323;
Albanchez de Mágina;Hombres;Emigraciones;17;
Albanchez de Mágina;Mujeres;Emigraciones;22;
Albanchez de Mágina;Ambos sexos;Emigraciones;39;
Alcalá la Real;Hombres;Emigraciones;238;
Alcalá la Real;Mujeres;Emigraciones;215;
Alcalá la Real;Ambos sexos;Emigraciones;453;
Alcaudete;Hombres;Emigraciones;112;
Alcaudete;Mujeres;Emigraciones;107;
Alcaudete;Ambos sexos;Emigraciones;219;
Aldeaquemada;Hombres;Emigraciones;8;
Aldeaquemada;Mujeres;Emigraciones;5;
Aldeaquemada;Ambos sexos;Emigraciones;13;
Andújar;Hombres;Emigraciones;486;
Andújar;Mujeres;Emigraciones;443;
Andújar;Ambos sexos;Emigraciones;929;
Arjona;Hombres;Emigraciones;44;
Arjona;Mujeres;Emigraciones;58;
Arjona;Ambos sexos;Emigraciones;102;
Arjonilla;Hombres;Emigraciones;32;
Arjonilla;Mujeres;Emigraciones;47;
Arjonilla;Ambos sexos;Emigraciones;79;
Arquillos;Hombres;Emigraciones;30;
Arquillos;Mujeres;Emigraciones;35;
Arquillos;Ambos sexos;Emigraciones;65;
Arroyo del Ojanco;Hombres;Emigraciones;51;
Arroyo del Ojanco;Mujeres;Emigraciones;43;
Arroyo del Ojanco;Ambos sexos;Emigraciones;94;
Baeza;Hombres;Emigraciones;275;
Baeza;Mujeres;Emigraciones;203;
Baeza;Ambos sexos;Emigraciones;478;
Bailén;Hombres;Emigraciones;236;
Bailén;Mujeres;Emigraciones;210;
Bailén;Ambos sexos;Emigraciones;446;
Baños de la Encina;Hombres;Emigraciones;48;
Baños de la Encina;Mujeres;Emigraciones;42;
Baños de la Encina;Ambos sexos;Emigraciones;90;
Beas de Segura;Hombres;Emigraciones;136;
Beas de Segura;Mujeres;Emigraciones;85;
Beas de Segura;Ambos sexos;Emigraciones;221;
Bedmar y Garcíez;Hombres;Emigraciones;46;
Bedmar y Garcíez;Mujeres;Emigraciones;50;
Bedmar y Garcíez;Ambos sexos;Emigraciones;96;
Begíjar;Hombres;Emigraciones;31;
Begíjar;Mujeres;Emigraciones;28;
Begíjar;Ambos sexos;Emigraciones;59;
Bélmez de la Moraleda;Hombres;Emigraciones;26;
Bélmez de la Moraleda;Mujeres;Emigraciones;34;
Bélmez de la Moraleda;Ambos sexos;Emigraciones;60;
Benatae;Hombres;Emigraciones;8;
Benatae;Mujeres;Emigraciones;5;
Benatae;Ambos sexos;Emigraciones;13;
Cabra del Santo Cristo;Hombres;Emigraciones;29;
Cabra del Santo Cristo;Mujeres;Emigraciones;35;
Cabra del Santo Cristo;Ambos sexos;Emigraciones;64;
Cambil;Hombres;Emigraciones;39;
Cambil;Mujeres;Emigraciones;35;
Cambil;Ambos sexos;Emigraciones;74;
Campillo de Arenas;Hombres;Emigraciones;40;
Campillo de Arenas;Mujeres;Emigraciones;29;
Campillo de Arenas;Ambos sexos;Emigraciones;69;
Canena;Hombres;Emigraciones;22;
Canena;Mujeres;Emigraciones;22;
Canena;Ambos sexos;Emigraciones;44;
Carboneros;Hombres;Emigraciones;7;
Carboneros;Mujeres;Emigraciones;8;
Carboneros;Ambos sexos;Emigraciones;15;
Cárcheles;Hombres;Emigraciones;18;
Cárcheles;Mujeres;Emigraciones;15;
Cárcheles;Ambos sexos;Emigraciones;33;
Carolina (La);Hombres;Emigraciones;200;
Carolina (La);Mujeres;Emigraciones;228;
Carolina (La);Ambos sexos;Emigraciones;428;
Castellar;Hombres;Emigraciones;41;
Castellar;Mujeres;Emigraciones;44;
Castellar;Ambos sexos;Emigraciones;85;
Castillo de Locubín;Hombres;Emigraciones;55;
Castillo de Locubín;Mujeres;Emigraciones;59;
Castillo de Locubín;Ambos sexos;Emigraciones;114;
Cazalilla;Hombres;Emigraciones;19;
Cazalilla;Mujeres;Emigraciones;24;
Cazalilla;Ambos sexos;Emigraciones;43;
Cazorla;Hombres;Emigraciones;104;
Cazorla;Mujeres;Emigraciones;94;
Cazorla;Ambos sexos;Emigraciones;198;
Chiclana de Segura;Hombres;Emigraciones;19;
Chiclana de Segura;Mujeres;Emigraciones;22;
Chiclana de Segura;Ambos sexos;Emigraciones;41;
Chilluévar;Hombres;Emigraciones;18;
Chilluévar;Mujeres;Emigraciones;19;
Chilluévar;Ambos sexos;Emigraciones;37;
Escañuela;Hombres;Emigraciones;10;
Escañuela;Mujeres;Emigraciones;10;
Escañuela;Ambos sexos;Emigraciones;20;
Espelúy;Hombres;Emigraciones;14;
Espelúy;Mujeres;Emigraciones;13;
Espelúy;Ambos sexos;Emigraciones;27;
Frailes;Hombres;Emigraciones;29;
Frailes;Mujeres;Emigraciones;20;
Frailes;Ambos sexos;Emigraciones;49;
Fuensanta de Martos;Hombres;Emigraciones;25;
Fuensanta de Martos;Mujeres;Emigraciones;20;
Fuensanta de Martos;Ambos sexos;Emigraciones;45;
Fuerte del Rey;Hombres;Emigraciones;42;
Fuerte del Rey;Mujeres;Emigraciones;25;
Fuerte del Rey;Ambos sexos;Emigraciones;67;
Génave;Hombres;Emigraciones;9;
Génave;Mujeres;Emigraciones;5;
Génave;Ambos sexos;Emigraciones;14;
Guardia de Jaén (La);Hombres;Emigraciones;86;
Guardia de Jaén (La);Mujeres;Emigraciones;88;
Guardia de Jaén (La);Ambos sexos;Emigraciones;174;
Guarromán;Hombres;Emigraciones;61;
Guarromán;Mujeres;Emigraciones;65;
Guarromán;Ambos sexos;Emigraciones;126;
Higuera de Calatrava;Hombres;Emigraciones;10;
Higuera de Calatrava;Mujeres;Emigraciones;15;
Higuera de Calatrava;Ambos sexos;Emigraciones;25;
Hinojares;Hombres;Emigraciones;8;
Hinojares;Mujeres;Emigraciones;10;
Hinojares;Ambos sexos;Emigraciones;18;
Hornos;Hombres;Emigraciones;11;
Hornos;Mujeres;Emigraciones;11;
Hornos;Ambos sexos;Emigraciones;22;
Huelma;Hombres;Emigraciones;73;
Huelma;Mujeres;Emigraciones;75;
Huelma;Ambos sexos;Emigraciones;148;
Huesa;Hombres;Emigraciones;32;
Huesa;Mujeres;Emigraciones;26;
Huesa;Ambos sexos;Emigraciones;58;
Ibros;Hombres;Emigraciones;32;
Ibros;Mujeres;Emigraciones;31;
Ibros;Ambos sexos;Emigraciones;63;
Iruela (La);Hombres;Emigraciones;37;
Iruela (La);Mujeres;Emigraciones;44;
Iruela (La);Ambos sexos;Emigraciones;81;
Iznatoraf;Hombres;Emigraciones;26;
Iznatoraf;Mujeres;Emigraciones;13;
Iznatoraf;Ambos sexos;Emigraciones;39;
Jabalquinto;Hombres;Emigraciones;33;
Jabalquinto;Mujeres;Emigraciones;39;
Jabalquinto;Ambos sexos;Emigraciones;72;
Jaén (capital);Hombres;Emigraciones;1405;
Jaén (capital);Mujeres;Emigraciones;1368;
Jaén (capital);Ambos sexos;Emigraciones;2773;
Jamilena;Hombres;Emigraciones;45;
Jamilena;Mujeres;Emigraciones;43;
Jamilena;Ambos sexos;Emigraciones;88;
Jimena;Hombres;Emigraciones;18;
Jimena;Mujeres;Emigraciones;25;
Jimena;Ambos sexos;Emigraciones;43;
Jódar;Hombres;Emigraciones;115;
Jódar;Mujeres;Emigraciones;106;
Jódar;Ambos sexos;Emigraciones;221;
Lahiguera;Hombres;Emigraciones;12;
Lahiguera;Mujeres;Emigraciones;15;
Lahiguera;Ambos sexos;Emigraciones;27;
Larva;Hombres;Emigraciones;9;
Larva;Mujeres;Emigraciones;4;
Larva;Ambos sexos;Emigraciones;13;
Linares;Hombres;Emigraciones;778;
Linares;Mujeres;Emigraciones;714;
Linares;Ambos sexos;Emigraciones;1492;
Lopera;Hombres;Emigraciones;47;
Lopera;Mujeres;Emigraciones;48;
Lopera;Ambos sexos;Emigraciones;95;
Lupión;Hombres;Emigraciones;11;
Lupión;Mujeres;Emigraciones;16;
Lupión;Ambos sexos;Emigraciones;27;
Mancha Real;Hombres;Emigraciones;121;
Mancha Real;Mujeres;Emigraciones;112;
Mancha Real;Ambos sexos;Emigraciones;233;
Marmolejo;Hombres;Emigraciones;88;
Marmolejo;Mujeres;Emigraciones;73;
Marmolejo;Ambos sexos;Emigraciones;161;
Martos;Hombres;Emigraciones;215;
Martos;Mujeres;Emigraciones;208;
Martos;Ambos sexos;Emigraciones;423;
Mengíbar;Hombres;Emigraciones;117;
Mengíbar;Mujeres;Emigraciones;113;
Mengíbar;Ambos sexos;Emigraciones;230;
Montizón;Hombres;Emigraciones;27;
Montizón;Mujeres;Emigraciones;22;
Montizón;Ambos sexos;Emigraciones;49;
Navas de San Juan;Hombres;Emigraciones;45;
Navas de San Juan;Mujeres;Emigraciones;44;
Navas de San Juan;Ambos sexos;Emigraciones;89;
Noalejo;Hombres;Emigraciones;22;
Noalejo;Mujeres;Emigraciones;20;
Noalejo;Ambos sexos;Emigraciones;42;
Orcera;Hombres;Emigraciones;31;
Orcera;Mujeres;Emigraciones;30;
Orcera;Ambos sexos;Emigraciones;61;
Peal de Becerro;Hombres;Emigraciones;81;
Peal de Becerro;Mujeres;Emigraciones;61;
Peal de Becerro;Ambos sexos;Emigraciones;142;
Pegalajar;Hombres;Emigraciones;19;
Pegalajar;Mujeres;Emigraciones;27;
Pegalajar;Ambos sexos;Emigraciones;46;
Porcuna;Hombres;Emigraciones;115;
Porcuna;Mujeres;Emigraciones;70;
Porcuna;Ambos sexos;Emigraciones;185;
Pozo Alcón;Hombres;Emigraciones;114;
Pozo Alcón;Mujeres;Emigraciones;86;
Pozo Alcón;Ambos sexos;Emigraciones;200;
Puente de Génave;Hombres;Emigraciones;43;
Puente de Génave;Mujeres;Emigraciones;38;
Puente de Génave;Ambos sexos;Emigraciones;81;
Puerta de Segura (La);Hombres;Emigraciones;58;
Puerta de Segura (La);Mujeres;Emigraciones;56;
Puerta de Segura (La);Ambos sexos;Emigraciones;114;
Quesada;Hombres;Emigraciones;86;
Quesada;Mujeres;Emigraciones;73;
Quesada;Ambos sexos;Emigraciones;159;
Rus;Hombres;Emigraciones;43;
Rus;Mujeres;Emigraciones;47;
Rus;Ambos sexos;Emigraciones;90;
Sabiote;Hombres;Emigraciones;44;
Sabiote;Mujeres;Emigraciones;32;
Sabiote;Ambos sexos;Emigraciones;76;
Santa Elena;Hombres;Emigraciones;29;
Santa Elena;Mujeres;Emigraciones;26;
Santa Elena;Ambos sexos;Emigraciones;55;
Santiago de Calatrava;Hombres;Emigraciones;8;
Santiago de Calatrava;Mujeres;Emigraciones;15;
Santiago de Calatrava;Ambos sexos;Emigraciones;23;
Santiago-Pontones;Hombres;Emigraciones;74;
Santiago-Pontones;Mujeres;Emigraciones;70;
Santiago-Pontones;Ambos sexos;Emigraciones;144;
Santisteban del Puerto;Hombres;Emigraciones;50;
Santisteban del Puerto;Mujeres;Emigraciones;55;
Santisteban del Puerto;Ambos sexos;Emigraciones;105;
Santo Tomé;Hombres;Emigraciones;31;
Santo Tomé;Mujeres;Emigraciones;25;
Santo Tomé;Ambos sexos;Emigraciones;56;
Segura de la Sierra;Hombres;Emigraciones;34;
Segura de la Sierra;Mujeres;Emigraciones;44;
Segura de la Sierra;Ambos sexos;Emigraciones;78;
Siles;Hombres;Emigraciones;38;
Siles;Mujeres;Emigraciones;33;
Siles;Ambos sexos;Emigraciones;71;
Sorihuela del Guadalimar;Hombres;Emigraciones;27;
Sorihuela del Guadalimar;Mujeres;Emigraciones;19;
Sorihuela del Guadalimar;Ambos sexos;Emigraciones;46;
Torre del Campo;Hombres;Emigraciones;172;
Torre del Campo;Mujeres;Emigraciones;157;
Torre del Campo;Ambos sexos;Emigraciones;329;
Torreblascopedro;Hombres;Emigraciones;36;
Torreblascopedro;Mujeres;Emigraciones;46;
Torreblascopedro;Ambos sexos;Emigraciones;82;
Torredonjimeno;Hombres;Emigraciones;148;
Torredonjimeno;Mujeres;Emigraciones;167;
Torredonjimeno;Ambos sexos;Emigraciones;315;
Torreperogil;Hombres;Emigraciones;93;
Torreperogil;Mujeres;Emigraciones;89;
Torreperogil;Ambos sexos;Emigraciones;182;
Torres;Hombres;Emigraciones;25;
Torres;Mujeres;Emigraciones;20;
Torres;Ambos sexos;Emigraciones;45;
Torres de Albánchez;Hombres;Emigraciones;18;
Torres de Albánchez;Mujeres;Emigraciones;24;
Torres de Albánchez;Ambos sexos;Emigraciones;42;
Úbeda;Hombres;Emigraciones;393;
Úbeda;Mujeres;Emigraciones;396;
Úbeda;Ambos sexos;Emigraciones;789;
Valdepeñas de Jaén;Hombres;Emigraciones;32;
Valdepeñas de Jaén;Mujeres;Emigraciones;44;
Valdepeñas de Jaén;Ambos sexos;Emigraciones;76;
Vilches;Hombres;Emigraciones;74;
Vilches;Mujeres;Emigraciones;46;
Vilches;Ambos sexos;Emigraciones;120;
Villacarrillo;Hombres;Emigraciones;144;
Villacarrillo;Mujeres;Emigraciones;111;
Villacarrillo;Ambos sexos;Emigraciones;255;
Villanueva de la Reina;Hombres;Emigraciones;44;
Villanueva de la Reina;Mujeres;Emigraciones;38;
Villanueva de la Reina;Ambos sexos;Emigraciones;82;
Villanueva del Arzobispo;Hombres;Emigraciones;115;
Villanueva del Arzobispo;Mujeres;Emigraciones;116;
Villanueva del Arzobispo;Ambos sexos;Emigraciones;231;
Villardompardo;Hombres;Emigraciones;16;
Villardompardo;Mujeres;Emigraciones;17;
Villardompardo;Ambos sexos;Emigraciones;33;
Villares (Los);Hombres;Emigraciones;70;
Villares (Los);Mujeres;Emigraciones;74;
Villares (Los);Ambos sexos;Emigraciones;144;
Villarrodrigo;Hombres;Emigraciones;11;
Villarrodrigo;Mujeres;Emigraciones;7;
Villarrodrigo;Ambos sexos;Emigraciones;18;
Villatorres;Hombres;Emigraciones;52;
Villatorres;Mujeres;Emigraciones;41;
Villatorres;Ambos sexos;Emigraciones;93;
Málaga;Hombres;Emigraciones;36564;
Málaga;Mujeres;Emigraciones;35619;
Málaga;Ambos sexos;Emigraciones;72183;
Alameda;Hombres;Emigraciones;91;
Alameda;Mujeres;Emigraciones;75;
Alameda;Ambos sexos;Emigraciones;166;
Alcaucín;Hombres;Emigraciones;64;
Alcaucín;Mujeres;Emigraciones;60;
Alcaucín;Ambos sexos;Emigraciones;124;
Alfarnate;Hombres;Emigraciones;21;
Alfarnate;Mujeres;Emigraciones;19;
Alfarnate;Ambos sexos;Emigraciones;40;
Alfarnatejo;Hombres;Emigraciones;12;
Alfarnatejo;Mujeres;Emigraciones;16;
Alfarnatejo;Ambos sexos;Emigraciones;28;
Algarrobo;Hombres;Emigraciones;154;
Algarrobo;Mujeres;Emigraciones;129;
Algarrobo;Ambos sexos;Emigraciones;283;
Algatocín;Hombres;Emigraciones;23;
Algatocín;Mujeres;Emigraciones;23;
Algatocín;Ambos sexos;Emigraciones;46;
Alhaurín de la Torre;Hombres;Emigraciones;758;
Alhaurín de la Torre;Mujeres;Emigraciones;739;
Alhaurín de la Torre;Ambos sexos;Emigraciones;1497;
Alhaurín el Grande;Hombres;Emigraciones;354;
Alhaurín el Grande;Mujeres;Emigraciones;337;
Alhaurín el Grande;Ambos sexos;Emigraciones;691;
Almáchar;Hombres;Emigraciones;20;
Almáchar;Mujeres;Emigraciones;27;
Almáchar;Ambos sexos;Emigraciones;47;
Almargen;Hombres;Emigraciones;36;
Almargen;Mujeres;Emigraciones;41;
Almargen;Ambos sexos;Emigraciones;77;
Almogía;Hombres;Emigraciones;159;
Almogía;Mujeres;Emigraciones;157;
Almogía;Ambos sexos;Emigraciones;316;
Álora;Hombres;Emigraciones;197;
Álora;Mujeres;Emigraciones;190;
Álora;Ambos sexos;Emigraciones;387;
Alozaina;Hombres;Emigraciones;30;
Alozaina;Mujeres;Emigraciones;32;
Alozaina;Ambos sexos;Emigraciones;62;
Alpandeire;Hombres;Emigraciones;7;
Alpandeire;Mujeres;Emigraciones;5;
Alpandeire;Ambos sexos;Emigraciones;12;
Antequera;Hombres;Emigraciones;515;
Antequera;Mujeres;Emigraciones;436;
Antequera;Ambos sexos;Emigraciones;951;
Árchez;Hombres;Emigraciones;7;
Árchez;Mujeres;Emigraciones;10;
